V1,V2,V3,V4,V5,V6,V7,V8,V9
3.846398447617114,-0.27521109744979416,0.09637476271081548,-0.23729554892747554,-0.12348947276970056,-0.005440724249491475,-0.05733356266304568,0.09206765484804315,6.517801119480476
3.7313122956113696,-0.16933458491248116,0.25025562788347655,-0.09040245464845126,0.029011174485040273,0.07997203533215501,-0.06960929873042378,-0.025760097276781097,8.905436497230301
4.225396186483176,-0.23015197267838042,0.3467208851087507,0.11330173702987327,-0.0308157120664078,-0.104613956449051,0.028117725355192247,0.11108202337502157,3.947883929641059
4.887404138014804,-0.38420969523138065,0.1384205107518428,-0.04672943145358296,0.0859551119433103,0.025784971893228564,0.122857157758893,-0.07296566491493246,6.6498087323697455
3.639142695083355,-0.22067816155782768,0.05633374982493149,0.054636106032935124,-0.03083886034404011,0.08166526049072295,-0.10138647427969574,0.04478568298407745,16.925225137098067
4.416989521656202,-0.34807177439123516,0.10911520794486693,0.04429772980514317,-0.06141221141539546,0.13024193797822342,-0.17428612143259806,-0.031181830595282553,9.517088200432946
3.708626210814925,-0.15254610358154677,0.024731348639397424,0.07773147801173412,0.053924567752084644,0.04306237801011531,-0.10181972183447069,-0.11509635581064989,7.956945313336712
5.765559169106656,-0.07405901564528562,0.03669807546094393,0.003676346776404376,0.063838878575434,-0.07176944549202242,-0.0611941872971942,-0.054924505756888696,23.568372481468405
NA,NA,NA,NA,NA,NA,NA,NA,NA
4.839272156517663,-0.56987141153684,0.06068510467033267,0.3889028453039807,-0.03746235331509585,-0.1207141474242586,-0.05798457018780896,-0.009311884586037258,3.897254027128632
3.7591966020614573,-0.16981373427069207,0.2252445458810654,0.05103022884496191,0.012284503454393495,0.04762475241017019,-0.09041170204608974,0.0031751460167370195,4.753313706559427
4.565820592513383,-0.5693870134681392,-0.00555323081336474,-0.23793379172000165,-0.2191450444195866,0.17510207343877449,-0.09743973602671771,-0.16354133315573766,0.9271690083748543
3.7308886042564975,-0.2850805969604397,0.023144778951519136,-0.07553445971729836,-0.020700848041710566,0.09428769151953234,0.036761094263128465,-0.1597550167943522,7.46154461590714
3.666908748316914,-0.021253523806689895,0.16375931046785247,-0.06794188628859249,0.05924275920414426,-0.07032398317716476,0.062306115221838106,-0.0933708341798526,3.8779589871723843
4.14197994548021,-0.25164992146850157,-0.034279305887139344,-0.18679106236835005,0.03328896590745516,-0.07555494623489019,-0.07006232840047869,0.0880125996031336,14.741857228399038
4.522322300671499,-0.2962303377752375,0.01006265572382677,0.03231234356231319,-0.014927902784253513,-0.14541807818839525,-0.04949424709528841,-0.08310903189171728,7.87362011815222
3.897589257737924,-0.3284846542884853,-0.09890471761290734,-0.2305436466057278,-0.0015362496016928734,-0.08422425276643089,-0.0037427543958609235,0.08421592215601086,4.447858159973611
4.385590807964195,-0.4609624867237665,0.05876796876485842,-0.00435732440759304,0.0012824990928582414,-0.08232243719873429,-0.2317370395530949,-0.13602335971955784,9.08554360490423
3.68093090982506,-0.24962526587979494,0.05206009208381567,-0.22093291344040508,0.21741633939076924,-0.3111867180226168,-0.11027455245039487,-0.2684482616853262,1.7842370410739088
3.7012259538808183,0.17262608806051793,0.16832381262554977,0.008919804438411113,0.20546699482838282,-0.006580945367339195,0.02136477327534145,-0.023588373205087575,4.9179371057611805
3.959134049634469,-0.346539215354812,-0.18666451873185191,-0.02582679359800312,-0.05617627737141684,-0.09301798660429296,-0.10759441510280454,-0.11785062753600731,6.900128571541557
3.6078462288699193,0.4396447537302444,-0.07801665239705484,-0.3529679399064719,0.1524976395536185,-0.13485338160929325,0.10226230925358244,0.0026927707320709587,2.6450018989658877
4.62580710352264,-0.46980283833835584,0.016254844369257313,0.2407712182090549,-0.02301127938169476,0.159608683243637,-0.05548416369920365,0.09237553103817031,10.361971126947337
3.4783124089487676,-0.17768726125853773,-0.04437235776705002,-0.1703942779812974,-0.021420795405692316,-0.06684377454838436,-0.0442880112088041,-0.15944586591123572,5.901088263001883
3.9830647060064486,-0.37082198024310764,-0.0042632202829385926,-0.0362856185444287,-0.13202899980695107,-0.08237314628356084,-0.1487435325521151,-0.2704266377455417,3.618449330517291
